ImpulseTime,Direction,RangePts,SpreadAtFreeze,BandWidth,Fib50,Fib618,ConfirmType,RejectStage,Baseline,Base_CRYPTO,FlatGuard,FlatMatch_EA,FlatBreakout,FlatState,FlatDuration,FlatBarsSince,EntryPrice,SL,ExitPrice,ExitReason,PnL_pips,HoldBars_M1,FreezeTime
2025-12-20 11:30:00,LONG,3185.0,2250.0,117.1,88308.88,88305.12,,STRUCTURE_BREAK,PASS,PASS,PASS,PASS,LONG,MATCH,4,13,,,,,,,2025-12-20 11:32:00
2025-12-20 11:58:00,SHORT,3980.0,2250.0,91.5,88227.2,88231.9,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,SHORT,MATCH,3,1,,,,,,,2025-12-20 11:59:00
2025-12-20 12:10:00,LONG,6520.0,2250.0,134.1,88238.3,88230.61,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 12:11:00
2025-12-20 12:24:00,SHORT,5280.0,2250.0,145.8,88146.3,88152.53,,FIB786_BREAK,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,SHORT,MATCH,2,1,,,,,,,2025-12-20 12:25:00
2025-12-20 13:13:00,LONG,4260.0,2250.0,84.9,88114.0,88108.97,,RETOUCH_TIMEOUT,M15_COUNTER,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 13:14:00
2025-12-20 14:09:00,LONG,7100.0,2250.0,140.1,88290.6,88282.22,,FIB786_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,2,0,,,,,,,2025-12-20 14:10:00
2025-12-20 14:52:00,LONG,4860.0,2250.0,59.8,88217.4,88211.67,,STRUCTURE_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 14:55:00
2025-12-20 15:03:00,SHORT,4580.0,2250.0,132.4,88290.5,88295.9,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,2,1,,,,,,,2025-12-20 15:04:00
2025-12-20 15:22:00,SHORT,21310.0,2250.0,515.4,88047.55,88072.7,MicroBreak,,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,2,5,88005.9,88186.92,88143.9,EMACross_Exit,-13800.0,6,2025-12-20 15:24:00
2025-12-20 16:01:00,SHORT,13060.0,2250.0,286.3,88158.7,88174.11,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,2,13,,,,,,,2025-12-20 16:03:00
2025-12-20 16:39:00,LONG,7490.0,2250.0,191.7,88137.15,88128.31,,RETOUCH_TIMEOUT,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MATCH,2,20,,,,,,,2025-12-20 16:40:00
2025-12-20 17:19:00,SHORT,14325.0,2250.0,269.9,88064.98,88081.88,,NO_CONFIRM,PASS,M15_FLAT,M15_FLAT,M15_FLAT,SHORT,MATCH,2,2,,,,,,,2025-12-20 17:20:00
2025-12-20 18:32:00,SHORT,3820.0,2250.0,91.3,88143.6,88148.11,,NO_CONFIRM,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,6,0,,,,,,,2025-12-20 18:35:00
2025-12-20 18:47:00,LONG,3140.0,2250.0,106.4,88142.8,88139.09,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,9,0,,,,,,,2025-12-20 18:49:00
2025-12-20 19:00:00,LONG,2660.0,2250.0,95.8,88155.4,88152.26,,STRUCTURE_BREAK,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,STILL_FLAT,STILL_FLAT,12,0,,,,,,,2025-12-20 19:01:00
2025-12-20 19:18:00,LONG,5440.0,2250.0,136.0,88176.8,88170.38,,RETOUCH_TIMEOUT,PASS,PASS,PASS,PASS,LONG,MATCH,12,3,,,,,,,2025-12-20 19:21:00
2025-12-20 19:54:00,SHORT,4090.0,2250.0,82.0,88184.55,88189.38,,NO_CONFIRM,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 19:59:00
2025-12-20 20:52:00,LONG,24130.0,2250.0,200.3,88299.85,88271.38,,FIB786_BREAK,PASS,PASS,PASS,PASS,LONG,MATCH,12,1,,,,,,,2025-12-20 20:58:00
2025-12-20 21:52:00,SHORT,3690.0,2250.0,88.1,88199.75,88204.1,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,LONG,MISMATCH,12,13,,,,,,,2025-12-20 21:53:00
2025-12-20 22:05:00,LONG,1770.0,2250.0,63.6,88209.85,88207.76,,FIB786_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,3,0,,,,,,,2025-12-20 22:08:00
2025-12-20 22:28:00,SHORT,2840.0,2250.0,68.2,88257.8,88261.15,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 22:31:00
2025-12-20 22:54:00,LONG,3080.0,2250.0,48.2,88251.8,88248.17,,RETOUCH_TIMEOUT,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 23:00:00
2025-12-20 23:09:00,LONG,5400.0,2250.0,85.2,88288.4,88282.03,,NO_CONFIRM,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 23:10:00
2025-12-20 23:21:00,SHORT,7130.0,2250.0,174.7,88336.05,88344.46,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 23:22:00
2025-12-20 23:48:00,SHORT,6910.0,2250.0,112.1,88229.15,88237.3,,RETOUCH_TIMEOUT,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-20 23:49:00
2025-12-21 00:13:00,SHORT,6745.0,2250.0,122.8,88165.78,88173.73,,FIB786_BREAK,PASS,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 00:14:00
2025-12-21 00:25:00,LONG,7540.0,2250.0,112.4,88180.0,88171.1,,RETOUCH_TIMEOUT,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 00:28:00
2025-12-21 00:46:00,LONG,4090.0,2250.0,137.8,88268.45,88263.62,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 00:47:00
2025-12-21 00:59:00,SHORT,8690.0,2250.0,206.0,88283.45,88293.7,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 01:00:00
2025-12-21 01:21:00,SHORT,11060.0,2250.0,184.7,88301.5,88314.55,,NO_CONFIRM,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,3,0,,,,,,,2025-12-21 01:23:00
2025-12-21 02:04:00,SHORT,4380.0,2250.0,147.3,88346.8,88351.97,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 02:05:00
2025-12-21 02:21:00,LONG,6030.0,2250.0,137.5,88382.65,88375.53,,STRUCTURE_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 02:23:00
2025-12-21 02:32:00,SHORT,4500.0,2250.0,109.2,88394.8,88400.11,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 02:34:00
2025-12-21 03:12:00,SHORT,5150.0,2250.0,112.9,88302.05,88308.13,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 03:15:00
2025-12-21 03:30:00,SHORT,2690.0,2250.0,73.4,88263.25,88266.42,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 03:32:00
2025-12-21 04:28:00,LONG,8200.0,2250.0,270.5,87955.5,87945.82,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 04:29:00
2025-12-21 05:18:00,LONG,12410.0,2250.0,236.5,88081.45,88066.81,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 05:20:00
2025-12-21 06:03:00,SHORT,3260.0,2250.0,111.6,88055.5,88059.35,,STRUCTURE_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,5,0,,,,,,,2025-12-21 06:04:00
2025-12-21 06:33:00,SHORT,2850.0,2250.0,110.3,88105.75,88109.11,,RETOUCH_TIMEOUT,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,11,0,,,,,,,2025-12-21 06:34:00
2025-12-21 07:04:00,SHORT,1880.0,2250.0,69.9,88053.7,88055.92,,STRUCTURE_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,17,0,,,,,,,2025-12-21 07:05:00
2025-12-21 07:17:00,SHORT,7270.0,2250.0,146.2,88084.35,88092.93,,STRUCTURE_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,20,0,,,,,,,2025-12-21 07:20:00
2025-12-21 08:11:00,LONG,5310.0,2250.0,86.5,88156.85,88150.58,,FIB786_BREAK,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MATCH,24,1,,,,,,,2025-12-21 08:13:00
2025-12-21 08:22:00,SHORT,3970.0,2250.0,96.4,88153.45,88158.13,,FIB786_BREAK,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,22,3,,,,,,,2025-12-21 08:24:00
2025-12-21 08:39:00,SHORT,4210.0,2250.0,118.0,88121.35,88126.32,,STRUCTURE_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 08:40:00
2025-12-21 09:02:00,LONG,4870.0,2250.0,100.8,88120.35,88114.6,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 09:03:00
2025-12-21 09:38:00,LONG,1720.0,2250.0,55.1,88101.8,88099.77,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,2,0,,,,,,,2025-12-21 09:39:00
2025-12-21 09:57:00,LONG,2740.0,2250.0,88.4,88122.9,88119.67,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 09:58:00
2025-12-21 10:16:00,LONG,3410.0,2250.0,95.9,88145.65,88141.63,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 10:18:00
2025-12-21 10:32:00,LONG,14720.0,2250.0,268.8,88327.2,88309.83,,RETOUCH_TIMEOUT,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 10:34:00
2025-12-21 10:43:00,LONG,23670.0,2250.0,504.8,88625.55,88597.62,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 10:44:00
2025-12-21 11:00:00,LONG,25010.0,2250.0,488.8,88652.65,88623.14,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 11:02:00
2025-12-21 11:48:00,LONG,11150.0,2250.0,457.1,88900.45,88887.29,,STRUCTURE_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 11:49:00
2025-12-21 12:36:00,LONG,19920.0,2250.0,416.6,88667.9,88644.39,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 12:37:00
2025-12-21 13:22:00,LONG,12370.0,2250.0,276.4,88688.35,88673.75,,FIB786_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,7,0,,,,,,,2025-12-21 13:23:00
2025-12-21 14:03:00,LONG,7420.0,2250.0,177.6,88656.8,88648.04,,RETOUCH_TIMEOUT,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,15,0,,,,,,,2025-12-21 14:04:00
2025-12-21 14:16:00,LONG,7760.0,2250.0,247.3,88796.9,88787.74,,NO_CONFIRM,PASS,PASS,PASS,PASS,LONG,MATCH,17,1,,,,,,,2025-12-21 14:17:00
2025-12-21 15:04:00,SHORT,35950.0,2250.0,596.2,88453.95,88496.37,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,15,10,,,,,,,2025-12-21 15:05:00
2025-12-21 15:31:00,SHORT,47860.0,2250.0,888.2,87959.6,88016.07,,NO_CONFIRM,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,9,16,,,,,,,2025-12-21 15:33:00
2025-12-21 17:37:00,LONG,10980.0,2250.0,375.3,88033.5,88020.54,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,12,0,,,,,,,2025-12-21 17:38:00
2025-12-21 17:55:00,SHORT,19630.0,2250.0,502.0,88112.45,88135.61,,FIB786_BREAK,PASS,PASS,PASS,FLAT_MISMATCH,LONG,MISMATCH,14,2,,,,,,,2025-12-21 17:56:00
2025-12-21 19:26:00,SHORT,13550.0,2250.0,341.3,88334.15,88350.14,,NO_CONFIRM,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-21 19:27:00
2025-12-21 20:03:00,SHORT,8710.0,2250.0,232.9,88197.95,88208.23,,RETOUCH_TIMEOUT,PASS,PASS,PASS,PASS,SHORT,MATCH,6,1,,,,,,,2025-12-21 20:04:00
2025-12-21 20:36:00,LONG,10420.0,2250.0,342.4,88236.6,88224.3,,RETOUCH_TIMEOUT,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,SHORT,MISMATCH,6,8,,,,,,,2025-12-21 20:37:00
2025-12-21 21:36:00,LONG,17100.0,2250.0,233.1,88337.5,88317.32,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,SHORT,MISMATCH,5,20,,,,,,,2025-12-21 21:43:00
2025-12-21 21:51:00,LONG,12430.0,2250.0,268.9,88479.85,88465.18,,FIB786_BREAK,PASS,PASS,PASS,FLAT_MISMATCH,SHORT,MISMATCH,2,23,,,,,,,2025-12-21 21:52:00
2025-12-21 23:04:00,LONG,4440.0,2250.0,137.0,88217.8,88212.56,,RETOUCH_TIMEOUT,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,STILL_FLAT,STILL_FLAT,5,0,,,,,,,2025-12-21 23:05:00
2025-12-21 23:15:00,LONG,11000.0,2250.0,139.3,88306.1,88293.12,,FIB786_BREAK,PASS,PASS,PASS,PASS,LONG,MATCH,7,1,,,,,,,2025-12-21 23:20:00
2025-12-21 23:37:00,SHORT,6800.0,2250.0,124.3,88311.7,88319.72,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,LONG,MISMATCH,7,5,,,,,,,2025-12-21 23:38:00
2025-12-22 00:13:00,LONG,26420.0,2250.0,275.3,88320.3,88289.12,,NO_CONFIRM,PASS,PASS,PASS,PASS,LONG,MATCH,7,12,,,,,,,2025-12-22 00:16:00
2025-12-22 00:30:00,LONG,9320.0,2250.0,352.1,88397.3,88386.3,,STRUCTURE_BREAK,PASS,PASS,PASS,PASS,LONG,MATCH,7,16,,,,,,,2025-12-22 00:31:00
2025-12-22 01:01:00,LONG,30270.0,2250.0,454.2,88656.15,88620.43,,FIB786_BREAK,PASS,PASS,PASS,PASS,LONG,MATCH,3,22,,,,,,,2025-12-22 01:04:00
2025-12-22 01:51:00,LONG,10485.0,2250.0,322.3,88590.62,88578.25,,RETOUCH_TIMEOUT,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 01:52:00
2025-12-22 02:05:00,LONG,16010.0,2250.0,390.8,88817.45,88798.56,,NO_CONFIRM,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 02:06:00
2025-12-22 02:17:00,SHORT,72970.0,2250.0,1093.3,89246.65,89332.75,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 02:22:00
2025-12-22 02:59:00,SHORT,34240.0,2250.0,848.4,88673.6,88714.0,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 03:00:00
2025-12-22 03:51:00,SHORT,45830.0,2250.0,690.8,88766.85,88820.93,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 03:54:00
2025-12-22 04:05:00,SHORT,62250.0,2250.0,1023.3,88188.85,88262.3,,NO_CONFIRM,PASS,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 04:06:00
2025-12-22 05:03:00,SHORT,10320.0,2250.0,357.7,88384.2,88396.38,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,4,0,,,,,,,2025-12-22 05:04:00
2025-12-22 06:56:00,SHORT,11950.0,2250.0,408.5,88903.45,88917.55,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,15,0,,,,,,,2025-12-22 06:58:00
2025-12-22 07:38:00,LONG,11990.0,2250.0,346.9,88928.35,88914.2,,NO_CONFIRM,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,2,0,,,,,,,2025-12-22 07:39:00
2025-12-22 07:58:00,SHORT,8760.0,2250.0,331.8,88826.8,88837.14,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,6,0,,,,,,,2025-12-22 07:59:00
2025-12-22 08:17:00,LONG,14380.0,2250.0,300.7,88813.9,88796.93,,RETOUCH_TIMEOUT,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 08:20:00
2025-12-22 09:06:00,LONG,13690.0,2250.0,315.5,89083.25,89067.1,MicroBreak,,PASS,PASS,PASS,PASS,LONG,MATCH,2,1,89134.1,88987.48,89117.7,TimeExit,-1640.0,16,2025-12-22 09:07:00
2025-12-22 09:58:00,LONG,22530.0,2250.0,315.0,89152.75,89126.16,,RETOUCH_TIMEOUT,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,4,0,,,,,,,2025-12-22 10:02:00
2025-12-22 10:20:00,LONG,35900.0,2250.0,591.7,89651.1,89608.74,,NO_CONFIRM,PASS,PASS,PASS,PASS,LONG,MATCH,7,2,,,,,,,2025-12-22 10:22:00
2025-12-22 11:31:00,LONG,13200.0,2250.0,501.9,89570.0,89554.42,,FIB786_BREAK,PASS,PASS,PASS,PASS,LONG,MATCH,7,16,,,,,,,2025-12-22 11:32:00
2025-12-22 11:56:00,LONG,15890.0,2250.0,420.0,89740.45,89721.7,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 11:57:00
2025-12-22 13:17:00,SHORT,7810.0,2250.0,280.9,89681.85,89691.07,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,12,0,,,,,,,2025-12-22 13:18:00
2025-12-22 13:37:00,SHORT,30270.0,2250.0,487.2,89919.85,89955.57,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,LONG,MISMATCH,14,2,,,,,,,2025-12-22 13:40:00
2025-12-22 16:24:00,SHORT,11940.0,2250.0,426.5,90013.0,90027.09,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,SHORT,MATCH,4,11,,,,,,,2025-12-22 16:25:00
2025-12-22 17:12:00,SHORT,58040.0,2250.0,1212.5,89855.2,89923.69,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-22 17:15:00
2025-12-22 20:11:00,LONG,22820.0,2250.0,556.2,89348.7,89321.77,,NO_CONFIRM,M15_COUNTER,M15_FLAT,M15_FLAT,M15_FLAT,STILL_FLAT,STILL_FLAT,8,0,,,,,,,2025-12-22 20:12:00
2025-12-22 20:58:00,SHORT,65000.0,2250.0,624.0,88963.1,89039.8,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,STILL_FLAT,STILL_FLAT,17,0,,,,,,,2025-12-22 21:08:00
2025-12-22 23:46:00,SHORT,21990.0,2250.0,339.5,88420.85,88446.8,,RETOUCH_TIMEOUT,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,7,0,,,,,,,2025-12-22 23:49:00
2025-12-23 01:54:00,LONG,9230.0,2250.0,275.2,88514.85,88503.96,,RETOUCH_TIMEOUT,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,6,0,,,,,,,2025-12-23 01:55:00
2025-12-23 02:16:00,LONG,11960.0,2250.0,309.6,88594.3,88580.19,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,STILL_FLAT,STILL_FLAT,11,0,,,,,,,2025-12-23 02:17:00
2025-12-23 02:40:00,SHORT,20650.0,2250.0,406.8,88792.55,88816.92,MicroBreak,,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,88757.5,88924.0,88588.9,EMACross_Exit,16860.0,70,2025-12-23 02:44:00
2025-12-23 04:39:00,SHORT,26410.0,2250.0,499.5,88382.05,88413.21,,RETOUCH_TIMEOUT,PASS,PASS,PASS,PASS,SHORT,MATCH,2,8,,,,,,,2025-12-23 04:41:00
2025-12-23 05:24:00,SHORT,14340.0,2250.0,584.9,88130.2,88147.12,,STRUCTURE_BREAK,PASS,PASS,PASS,PASS,SHORT,MATCH,2,17,,,,,,,2025-12-23 05:25:00
2025-12-23 06:52:00,SHORT,7410.0,2250.0,272.6,88026.45,88035.19,,RETOUCH_TIMEOUT,PASS,PASS,PASS,PASS,SHORT,MATCH,11,2,,,,,,,2025-12-23 06:53:00
2025-12-23 07:30:00,SHORT,39910.0,2250.0,499.1,87798.25,87845.34,MicroBreak,,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,87695.9,88036.5,87780.8,TimeExit,-8490.0,12,2025-12-23 07:35:00
2025-12-23 08:00:00,SHORT,11615.0,2250.0,430.9,87686.88,87700.58,,FIB786_BREAK,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 08:01:00
2025-12-23 09:54:00,SHORT,9190.0,2250.0,293.3,87640.55,87651.39,,RETOUCH_TIMEOUT,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 09:55:00
2025-12-23 10:12:00,SHORT,10690.0,2250.0,307.5,87566.15,87578.76,,STRUCTURE_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,4,0,,,,,,,2025-12-23 10:14:00
2025-12-23 10:46:00,SHORT,10440.0,2250.0,284.7,87500.2,87512.52,,STRUCTURE_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,11,0,,,,,,,2025-12-23 10:47:00
2025-12-23 11:19:00,SHORT,24990.0,2250.0,394.4,87487.95,87517.44,,RETOUCH_TIMEOUT,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 11:22:00
2025-12-23 11:32:00,LONG,10170.0,2250.0,350.6,87414.65,87402.65,,FIB786_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 11:33:00
2025-12-23 12:30:00,SHORT,11030.0,2250.0,204.6,87545.75,87558.77,,FIB786_BREAK,PASS,PASS,STILL_FLAT,FLAT_STILL_FLAT,STILL_FLAT,STILL_FLAT,3,0,,,,,,,2025-12-23 12:33:00
2025-12-23 13:19:00,LONG,10260.0,2250.0,327.6,87820.9,87808.79,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 13:20:00
2025-12-23 15:28:00,LONG,19040.0,2250.0,402.7,87793.3,87770.83,,STRUCTURE_BREAK,M15_COUNTER,M15_COUNTER,M15_COUNTER,M15_COUNTER,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 15:29:00
2025-12-23 16:32:00,SHORT,29330.0,2250.0,690.1,87585.45,87620.06,MicroBreak,,PASS,PASS,PASS,FLAT_NO_FLAT,NONE,NO_FLAT,0,0,87243.1,87812.72,87243.1,SL_Hit,0.0,31,2025-12-23 16:33:00
2025-12-23 18:03:00,LONG,61140.0,2250.0,1041.8,87870.5,87798.35,,FIB786_BREAK,M15_FLAT,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 18:04:00
2025-12-23 18:47:00,LONG,26140.0,2250.0,732.3,87924.0,87893.15,,RETOUCH_TIMEOUT,PASS,M15_FLAT,M15_FLAT,M15_FLAT,STILL_FLAT,STILL_FLAT,2,0,,,,,,,2025-12-23 18:48:00
2025-12-23 19:09:00,SHORT,42450.0,2250.0,703.1,88055.95,88106.04,,RETOUCH_TIMEOUT,M15_COUNTER,M15_FLAT,M15_FLAT,M15_FLAT,NONE,NO_FLAT,0,0,,,,,,,2025-12-23 19:13:00
